Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
SAO JOSE DOS CAMPOS;SP;7099;RFB;RFB;08ª RF;SP;Brasil
SAO JOAO DA BOA VISTA;SP;7083;RFB;RFB;08ª RF;SP;Brasil
SAO JOAO DAS DUAS PONTES;SP;7085;RFB;RFB;08ª RF;SP;Brasil
SAO JOAO DE IRACEMA;SP;2941;RFB;RFB;08ª RF;SP;Brasil
SAO JOAO DO PAU D'ALHO;SP;7087;RFB;RFB;08ª RF;SP;Brasil
SAO LOURENCO DA SERRA;SP;5447;RFB;RFB;08ª RF;SP;Brasil
SAO LUIZ DO PARAITINGA;SP;7101;RFB;RFB;08ª RF;SP;Brasil
SAO MANUEL;SP;7103;RFB;RFB;08ª RF;SP;Brasil
SAO MIGUEL ARCANJO;SP;7105;RFB;RFB;08ª RF;SP;Brasil
SAO PAULO;SP;7107;RFB;RFB;08ª RF;SP;Brasil
SAO PEDRO;SP;7109;RFB;RFB;08ª RF;SP;Brasil
SAO PEDRO DO TURVO;SP;7111;RFB;RFB;08ª RF;SP;Brasil
SAO ROQUE;SP;7113;RFB;RFB;08ª RF;SP;Brasil
SAO SEBASTIAO;SP;7115;RFB;RFB;08ª RF;SP;Brasil
SAO SEBASTIAO DA GRAMA;SP;7117;RFB;RFB;08ª RF;SP;Brasil
SAO SIMAO;SP;7119;RFB;RFB;08ª RF;SP;Brasil
SAO VICENTE;SP;7121;RFB;RFB;08ª RF;SP;Brasil
TABAPUA;SP;7153;RFB;RFB;08ª RF;SP;Brasil
TABATINGA;SP;7155;RFB;RFB;08ª RF;SP;Brasil
TABOAO DA SERRA;SP;7157;RFB;RFB;08ª RF;SP;Brasil
TACIBA;SP;7159;RFB;RFB;08ª RF;SP;Brasil
TAGUAI;SP;7161;RFB;RFB;08ª RF;SP;Brasil
TAIACU;SP;7163;RFB;RFB;08ª RF;SP;Brasil
TAIUVA;SP;7165;RFB;RFB;08ª RF;SP;Brasil
TAMBAU;SP;7167;RFB;RFB;08ª RF;SP;Brasil
TANABI;SP;7169;RFB;RFB;08ª RF;SP;Brasil
TAPIRATIBA;SP;7173;RFB;RFB;08ª RF;SP;Brasil
TAPIRAI;SP;7171;RFB;RFB;08ª RF;SP;Brasil
TAQUARAL;SP;0824;RFB;RFB;08ª RF;SP;Brasil
TAQUARITINGA;SP;7175;RFB;RFB;08ª RF;SP;Brasil
TAQUARITUBA;SP;7177;RFB;RFB;08ª RF;SP;Brasil
TAQUARIVAI;SP;3063;RFB;RFB;08ª RF;SP;Brasil
TARABAI;SP;7179;RFB;RFB;08ª RF;SP;Brasil
TARUMA;SP;7267;RFB;RFB;08ª RF;SP;Brasil
TATUI;SP;7181;RFB;RFB;08ª RF;SP;Brasil
TAUBATE;SP;7183;RFB;RFB;08ª RF;SP;Brasil
TEJUPA;SP;7185;RFB;RFB;08ª RF;SP;Brasil
TEODORO SAMPAIO;SP;7187;RFB;RFB;08ª RF;SP;Brasil
TERRA ROXA;SP;7189;RFB;RFB;08ª RF;SP;Brasil
TIETE;SP;7191;RFB;RFB;08ª RF;SP;Brasil
TIMBURI;SP;7193;RFB;RFB;08ª RF;SP;Brasil
TORRE DE PEDRA;SP;3227;RFB;RFB;08ª RF;SP;Brasil
TORRINHA;SP;7195;RFB;RFB;08ª RF;SP;Brasil
TRABIJU;SP;0826;RFB;RFB;08ª RF;SP;Brasil
TREMEMBE;SP;7197;RFB;RFB;08ª RF;SP;Brasil
TRES FRONTEIRAS;SP;7199;RFB;RFB;08ª RF;SP;Brasil
TUIUTI;SP;2955;RFB;RFB;08ª RF;SP;Brasil
TUPI PAULISTA;SP;7203;RFB;RFB;08ª RF;SP;Brasil
TUPA;SP;7201;RFB;RFB;08ª RF;SP;Brasil
TURIUBA;SP;7205;RFB;RFB;08ª RF;SP;Brasil
TURMALINA;SP;7207;RFB;RFB;08ª RF;SP;Brasil
UBARANA;SP;2971;RFB;RFB;08ª RF;SP;Brasil
UBATUBA;SP;7209;RFB;RFB;08ª RF;SP;Brasil
UBIRAJARA;SP;7211;RFB;RFB;08ª RF;SP;Brasil
UCHOA;SP;7213;RFB;RFB;08ª RF;SP;Brasil
UNIAO PAULISTA;SP;7215;RFB;RFB;08ª RF;SP;Brasil
URU;SP;7219;RFB;RFB;08ª RF;SP;Brasil
URUPES;SP;7221;RFB;RFB;08ª RF;SP;Brasil
URANIA;SP;7217;RFB;RFB;08ª RF;SP;Brasil
VALENTIM GENTIL;SP;7223;RFB;RFB;08ª RF;SP;Brasil
VALINHOS;SP;7225;RFB;RFB;08ª RF;SP;Brasil
VALPARAISO;SP;7227;RFB;RFB;08ª RF;SP;Brasil
VARGEM;SP;2957;RFB;RFB;08ª RF;SP;Brasil
VARGEM GRANDE PAULISTA;SP;7273;RFB;RFB;08ª RF;SP;Brasil
VARGEM GRANDE DO SUL;SP;7231;RFB;RFB;08ª RF;SP;Brasil
VERA CRUZ;SP;7235;RFB;RFB;08ª RF;SP;Brasil
VINHEDO;SP;7237;RFB;RFB;08ª RF;SP;Brasil
VIRADOURO;SP;7239;RFB;RFB;08ª RF;SP;Brasil
VISTA ALEGRE DO ALTO;SP;7241;RFB;RFB;08ª RF;SP;Brasil
VITORIA BRASIL;SP;0828;RFB;RFB;08ª RF;SP;Brasil
VOTORANTIM;SP;7243;RFB;RFB;08ª RF;SP;Brasil
VOTUPORANGA;SP;7245;RFB;RFB;08ª RF;SP;Brasil
VARZEA PAULISTA;SP;7233;RFB;RFB;08ª RF;SP;Brasil
ZACARIAS;SP;2973;RFB;RFB;08ª RF;SP;Brasil
AGUAS DA PRATA;SP;6107;RFB;RFB;08ª RF;SP;Brasil
AGUAS DE LINDOIA;SP;6109;RFB;RFB;08ª RF;SP;Brasil
AGUAS DE SANTA BARBARA;SP;7019;RFB;RFB;08ª RF;SP;Brasil
AGUAS DE SAO PEDRO;SP;6111;RFB;RFB;08ª RF;SP;Brasil
ALVARES FLORENCE;SP;6123;RFB;RFB;08ª RF;SP;Brasil
ALVARES MACHADO;SP;6125;RFB;RFB;08ª RF;SP;Brasil
ALVARO DE CARVALHO;SP;6127;RFB;RFB;08ª RF;SP;Brasil
OLEO;SP;6777;RFB;RFB;08ª RF;SP;Brasil
ACEGUA;RS;1118;RFB;RFB;10ª RF;RS;Brasil
AGUDO;RS;8501;RFB;RFB;10ª RF;RS;Brasil
AJURICABA;RS;8503;RFB;RFB;10ª RF;RS;Brasil
ALECRIM;RS;8505;RFB;RFB;10ª RF;RS;Brasil
ALEGRETE;RS;8507;RFB;RFB;10ª RF;RS;Brasil
ALEGRIA;RS;8497;RFB;RFB;10ª RF;RS;Brasil
ALMIRANTE TAMANDARE DO SUL;RS;1120;RFB;RFB;10ª RF;RS;Brasil
ALPESTRE;RS;8509;RFB;RFB;10ª RF;RS;Brasil
ALTO ALEGRE;RS;8495;RFB;RFB;10ª RF;RS;Brasil
ALTO FELIZ;RS;6045;RFB;RFB;10ª RF;RS;Brasil
ALVORADA;RS;8511;RFB;RFB;10ª RF;RS;Brasil
AMARAL FERRADOR;RS;8493;RFB;RFB;10ª RF;RS;Brasil
AMETISTA DO SUL;RS;5969;RFB;RFB;10ª RF;RS;Brasil
ANDRE DA ROCHA;RS;8491;RFB;RFB;10ª RF;RS;Brasil
ANTA GORDA;RS;8513;RFB;RFB;10ª RF;RS;Brasil
ANTONIO PRADO;RS;8515;RFB;RFB;10ª RF;RS;Brasil
ARAMBARE;RS;5779;RFB;RFB;10ª RF;RS;Brasil
ARARICA;RS;0952;RFB;RFB;10ª RF;RS;Brasil
ARATIBA;RS;8517;RFB;RFB;10ª RF;RS;Brasil
ARROIO GRANDE;RS;8525;RFB;RFB;10ª RF;RS;Brasil
ARROIO DO MEIO;RS;8519;RFB;RFB;10ª RF;RS;Brasil
ARROIO DO PADRE;RS;1122;RFB;RFB;10ª RF;RS;Brasil
ARROIO DO SAL;RS;8489;RFB;RFB;10ª RF;RS;Brasil
ARROIO DO TIGRE;RS;8523;RFB;RFB;10ª RF;RS;Brasil
ARROIO DOS RATOS;RS;8521;RFB;RFB;10ª RF;RS;Brasil
ARVOREZINHA;RS;8527;RFB;RFB;10ª RF;RS;Brasil
AUGUSTO PESTANA;RS;8529;RFB;RFB;10ª RF;RS;Brasil
BAGE;RS;8531;RFB;RFB;10ª RF;RS;Brasil
BALNEARIO PINHAL;RS;0954;RFB;RFB;10ª RF;RS;Brasil
BARRA FUNDA;RS;5943;RFB;RFB;10ª RF;RS;Brasil
BARRA DO GUARITA;RS;6069;RFB;RFB;10ª RF;RS;Brasil
BARRA DO QUARAI;RS;0956;RFB;RFB;10ª RF;RS;Brasil
BARRA DO RIBEIRO;RS;8537;RFB;RFB;10ª RF;RS;Brasil
BARRA DO RIO AZUL;RS;5959;RFB;RFB;10ª RF;RS;Brasil
BARRACAO;RS;8535;RFB;RFB;10ª RF;RS;Brasil
BARROS CASSAL;RS;8539;RFB;RFB;10ª RF;RS;Brasil
BARAO;RS;8485;RFB;RFB;10ª RF;RS;Brasil
BARAO DE COTEGIPE;RS;8533;RFB;RFB;10ª RF;RS;Brasil
BARAO DO TRIUNFO;RS;5771;RFB;RFB;10ª RF;RS;Brasil
BENJAMIN CONSTANT DO SUL;RS;0958;RFB;RFB;10ª RF;RS;Brasil
BENTO GONCALVES;RS;8541;RFB;RFB;10ª RF;RS;Brasil
BOA VISTA DAS MISSOES;RS;5981;RFB;RFB;10ª RF;RS;Brasil
BOA VISTA DO BURICA;RS;8543;RFB;RFB;10ª RF;RS;Brasil
BOA VISTA DO CADEADO;RS;1124;RFB;RFB;10ª RF;RS;Brasil
BOA VISTA DO INCRA;RS;1126;RFB;RFB;10ª RF;RS;Brasil
BOA VISTA DO SUL;RS;0960;RFB;RFB;10ª RF;RS;Brasil
BOM JESUS;RS;8545;RFB;RFB;10ª RF;RS;Brasil
BOM PRINCIPIO;RS;9823;RFB;RFB;10ª RF;RS;Brasil
BOM PROGRESSO;RS;6071;RFB;RFB;10ª RF;RS;Brasil
BOM RETIRO DO SUL;RS;8547;RFB;RFB;10ª RF;RS;Brasil
BOQUEIRAO DO LEAO;RS;8483;RFB;RFB;10ª RF;RS;Brasil
BOSSOROCA;RS;8549;RFB;RFB;10ª RF;RS;Brasil
BOZANO;RS;1128;RFB;RFB;10ª RF;RS;Brasil
BRAGA;RS;8551;RFB;RFB;10ª RF;RS;Brasil
BROCHIER;RS;8449;RFB;RFB;10ª RF;RS;Brasil
BUTIA;RS;8553;RFB;RFB;10ª RF;RS;Brasil
CACEQUI;RS;8557;RFB;RFB;10ª RF;RS;Brasil
CACHOEIRA DO SUL;RS;8559;RFB;RFB;10ª RF;RS;Brasil
CACHOEIRINHA;RS;8561;RFB;RFB;10ª RF;RS;Brasil
CACIQUE DOBLE;RS;8563;RFB;RFB;10ª RF;RS;Brasil
CAIBATE;RS;8565;RFB;RFB;10ª RF;RS;Brasil
CAICARA;RS;8567;RFB;RFB;10ª RF;RS;Brasil
CAMAQUA;RS;8569;RFB;RFB;10ª RF;RS;Brasil
CAMARGO;RS;8447;RFB;RFB;10ª RF;RS;Brasil
CAMBARA DO SUL;RS;8571;RFB;RFB;10ª RF;RS;Brasil
CAMPESTRE DA SERRA;RS;6013;RFB;RFB;10ª RF;RS;Brasil
CAMPINA DAS MISSOES;RS;8573;RFB;RFB;10ª RF;RS;Brasil
CAMPINAS DO SUL;RS;8575;RFB;RFB;10ª RF;RS;Brasil
CAMPO BOM;RS;8577;RFB;RFB;10ª RF;RS;Brasil
CAMPO NOVO;RS;8579;RFB;RFB;10ª RF;RS;Brasil
CAMPOS BORGES;RS;8445;RFB;RFB;10ª RF;RS;Brasil
CANDELARIA;RS;8581;RFB;RFB;10ª RF;RS;Brasil
CANDIOTA;RS;6083;RFB;RFB;10ª RF;RS;Brasil
CANELA;RS;8585;RFB;RFB;10ª RF;RS;Brasil
CANGUCU;RS;8587;RFB;RFB;10ª RF;RS;Brasil
CANOAS;RS;8589;RFB;RFB;10ª RF;RS;Brasil
CANUDOS DO VALE;RS;1130;RFB;RFB;10ª RF;RS;Brasil
CAPELA DE SANTANA;RS;8443;RFB;RFB;10ª RF;RS;Brasil
CAPITAO;RS;6025;RFB;RFB;10ª RF;RS;Brasil
CAPIVARI DO SUL;RS;0962;RFB;RFB;10ª RF;RS;Brasil
CAPAO BONITO DO SUL;RS;1132;RFB;RFB;10ª RF;RS;Brasil
CAPAO DA CANOA;RS;8915;RFB;RFB;10ª RF;RS;Brasil
CAPAO DO CIPO;RS;1134;RFB;RFB;10ª RF;RS;Brasil
CAPAO DO LEAO;RS;8973;RFB;RFB;10ª RF;RS;Brasil
CARAZINHO;RS;8591;RFB;RFB;10ª RF;RS;Brasil
CARAA;RS;0964;RFB;RFB;10ª RF;RS;Brasil
CARLOS BARBOSA;RS;8593;RFB;RFB;10ª RF;RS;Brasil
CARLOS GOMES;RS;5961;RFB;RFB;10ª RF;RS;Brasil
CASCA;RS;8595;RFB;RFB;10ª RF;RS;Brasil
CASEIROS;RS;8441;RFB;RFB;10ª RF;RS;Brasil
CATUIPE;RS;8597;RFB;RFB;10ª RF;RS;Brasil
CAXIAS DO SUL;RS;8599;RFB;RFB;10ª RF;RS;Brasil
CACAPAVA DO SUL;RS;8555;RFB;RFB;10ª RF;RS;Brasil
CENTENARIO;RS;5963;RFB;RFB;10ª RF;RS;Brasil
CERRITO;RS;0966;RFB;RFB;10ª RF;RS;Brasil
CERRO BRANCO;RS;8439;RFB;RFB;10ª RF;RS;Brasil
CERRO GRANDE;RS;8437;RFB;RFB;10ª RF;RS;Brasil
CERRO GRANDE DO SUL;RS;8435;RFB;RFB;10ª RF;RS;Brasil
CERRO LARGO;RS;8601;RFB;RFB;10ª RF;RS;Brasil
CHAPADA;RS;8603;RFB;RFB;10ª RF;RS;Brasil
CHARQUEADAS;RS;8693;RFB;RFB;10ª RF;RS;Brasil
CHARRUA;RS;5965;RFB;RFB;10ª RF;RS;Brasil
CHIAPETTA;RS;8605;RFB;RFB;10ª RF;RS;Brasil
CHUVISCA;RS;0970;RFB;RFB;10ª RF;RS;Brasil
CHUI;RS;0968;RFB;RFB;10ª RF;RS;Brasil
CIDREIRA;RS;8433;RFB;RFB;10ª RF;RS;Brasil
CIRIACO;RS;8607;RFB;RFB;10ª RF;RS;Brasil
COLINAS;RS;6029;RFB;RFB;10ª RF;RS;Brasil
COLORADO;RS;8609;RFB;RFB;10ª RF;RS;Brasil
CONDOR;RS;8611;RFB;RFB;10ª RF;RS;Brasil
CONSTANTINA;RS;8613;RFB;RFB;10ª RF;RS;Brasil
COQUEIRO BAIXO;RS;1136;RFB;RFB;10ª RF;RS;Brasil
COQUEIROS DO SUL;RS;5945;RFB;RFB;10ª RF;RS;Brasil
CORONEL BARROS;RS;6055;RFB;RFB;10ª RF;RS;Brasil
CORONEL BICACO;RS;8615;RFB;RFB;10ª RF;RS;Brasil
CORONEL PILAR;RS;1138;RFB;RFB;10ª RF;RS;Brasil
COTIPORA;RS;8977;RFB;RFB;10ª RF;RS;Brasil
COXILHA;RS;5797;RFB;RFB;10ª RF;RS;Brasil
CRISSIUMAL;RS;8617;RFB;RFB;10ª RF;RS;Brasil
CRISTAL;RS;8431;RFB;RFB;10ª RF;RS;Brasil
CRISTAL DO SUL;RS;0972;RFB;RFB;10ª RF;RS;Brasil
CRUZ ALTA;RS;8619;RFB;RFB;10ª RF;RS;Brasil
CRUZALTENSE;RS;1140;RFB;RFB;10ª RF;RS;Brasil
CRUZEIRO DO SUL;RS;8621;RFB;RFB;10ª RF;RS;Brasil
CANDIDO GODOI;RS;8583;RFB;RFB;10ª RF;RS;Brasil
DAVID CANABARRO;RS;8623;RFB;RFB;10ª RF;RS;Brasil
DERRUBADAS;RS;6073;RFB;RFB;10ª RF;RS;Brasil
DEZESSEIS DE NOVEMBRO;RS;8429;RFB;RFB;10ª RF;RS;Brasil
DILERMANDO DE AGUIAR;RS;0974;RFB;RFB;10ª RF;RS;Brasil
DOIS IRMAOS;RS;8625;RFB;RFB;10ª RF;RS;Brasil
DOIS IRMAOS DAS MISSOES;RS;5971;RFB;RFB;10ª RF;RS;Brasil
DOIS LAJEADOS;RS;8427;RFB;RFB;10ª RF;RS;Brasil
DOM FELICIANO;RS;8627;RFB;RFB;10ª RF;RS;Brasil
DOM PEDRITO;RS;8629;RFB;RFB;10ª RF;RS;Brasil
DOM PEDRO DE ALCANTARA;RS;0976;RFB;RFB;10ª RF;RS;Brasil
DONA FRANCISCA;RS;8631;RFB;RFB;10ª RF;RS;Brasil
DOUTOR MAURICIO CARDOSO;RS;8425;RFB;RFB;10ª RF;RS;Brasil
DOUTOR RICARDO;RS;0978;RFB;RFB;10ª RF;RS;Brasil
ELDORADO DO SUL;RS;8423;RFB;RFB;10ª RF;RS;Brasil
ENCANTADO;RS;8633;RFB;RFB;10ª RF;RS;Brasil
ENCRUZILHADA DO SUL;RS;8635;RFB;RFB;10ª RF;RS;Brasil
ENGENHO VELHO;RS;5947;RFB;RFB;10ª RF;RS;Brasil
ENTRE IJUIS;RS;8419;RFB;RFB;10ª RF;RS;Brasil
ENTRE RIOS DO SUL;RS;8421;RFB;RFB;10ª RF;RS;Brasil
EREBANGO;RS;8417;RFB;RFB;10ª RF;RS;Brasil
ERECHIM;RS;8637;RFB;RFB;10ª RF;RS;Brasil
ERNESTINA;RS;8415;RFB;RFB;10ª RF;RS;Brasil
ERVAL GRANDE;RS;8641;RFB;RFB;10ª RF;RS;Brasil
ERVAL SECO;RS;8643;RFB;RFB;10ª RF;RS;Brasil
ESMERALDA;RS;8645;RFB;RFB;10ª RF;RS;Brasil
ESPERANCA DO SUL;RS;0980;RFB;RFB;10ª RF;RS;Brasil
ESPUMOSO;RS;8647;RFB;RFB;10ª RF;RS;Brasil
ESTACAO;RS;7301;RFB;RFB;10ª RF;RS;Brasil
ESTEIO;RS;8651;RFB;RFB;10ª RF;RS;Brasil
ESTRELA;RS;8653;RFB;RFB;10ª RF;RS;Brasil
ESTRELA VELHA;RS;0982;RFB;RFB;10ª RF;RS;Brasil
ESTANCIA VELHA;RS;8649;RFB;RFB;10ª RF;RS;Brasil
EUGENIO DE CASTRO;RS;8413;RFB;RFB;10ª RF;RS;Brasil
FAGUNDES VARELA;RS;8411;RFB;RFB;10ª RF;RS;Brasil
FARROUPILHA;RS;8655;RFB;RFB;10ª RF;RS;Brasil
FAXINAL DO SOTURNO;RS;8657;RFB;RFB;10ª RF;RS;Brasil
FAXINALZINHO;RS;8409;RFB;RFB;10ª RF;RS;Brasil
FAZENDA VILANOVA;RS;0984;RFB;RFB;10ª RF;RS;Brasil
FELIZ;RS;8659;RFB;RFB;10ª RF;RS;Brasil
FLORES DA CUNHA;RS;8661;RFB;RFB;10ª RF;RS;Brasil
FLORIANO PEIXOTO;RS;0986;RFB;RFB;10ª RF;RS;Brasil
FONTOURA XAVIER;RS;8663;RFB;RFB;10ª RF;RS;Brasil
FORMIGUEIRO;RS;8665;RFB;RFB;10ª RF;RS;Brasil
FORQUETINHA;RS;1142;RFB;RFB;10ª RF;RS;Brasil
FORTALEZA DOS VALOS;RS;9827;RFB;RFB;10ª RF;RS;Brasil
FREDERICO WESTPHALEN;RS;8667;RFB;RFB;10ª RF;RS;Brasil
GARIBALDI;RS;8669;RFB;RFB;10ª RF;RS;Brasil
GARRUCHOS;RS;6081;RFB;RFB;10ª RF;RS;Brasil
GAURAMA;RS;8671;RFB;RFB;10ª RF;RS;Brasil
GENERAL CAMARA;RS;8673;RFB;RFB;10ª RF;RS;Brasil
GENTIL;RS;5799;RFB;RFB;10ª RF;RS;Brasil
GETULIO VARGAS;RS;8677;RFB;RFB;10ª RF;RS;Brasil
GIRUA;RS;8679;RFB;RFB;10ª RF;RS;Brasil
GLORINHA;RS;8407;RFB;RFB;10ª RF;RS;Brasil
GRAMADO;RS;8681;RFB;RFB;10ª RF;RS;Brasil
GRAMADO XAVIER;RS;5763;RFB;RFB;10ª RF;RS;Brasil
GRAMADO DOS LOUREIROS;RS;5949;RFB;RFB;10ª RF;RS;Brasil
GRAVATAI;RS;8683;RFB;RFB;10ª RF;RS;Brasil
GUABIJU;RS;8405;RFB;RFB;10ª RF;RS;Brasil
GUAPORE;RS;8687;RFB;RFB;10ª RF;RS;Brasil
GUARANI DAS MISSOES;RS;8689;RFB;RFB;10ª RF;RS;Brasil
GUAIBA;RS;8685;RFB;RFB;10ª RF;RS;Brasil
HARMONIA;RS;8403;RFB;RFB;10ª RF;RS;Brasil
HERVAL;RS;8639;RFB;RFB;10ª RF;RS;Brasil
HERVEIRAS;RS;0988;RFB;RFB;10ª RF;RS;Brasil
HORIZONTINA;RS;8691;RFB;RFB;10ª RF;RS;Brasil
HULHA NEGRA;RS;6085;RFB;RFB;10ª RF;RS;Brasil
HUMAITA;RS;8695;RFB;RFB;10ª RF;RS;Brasil
IBARAMA;RS;8401;RFB;RFB;10ª RF;RS;Brasil
IBIACA;RS;8697;RFB;RFB;10ª RF;RS;Brasil
IBIRAIARAS;RS;8699;RFB;RFB;10ª RF;RS;Brasil
IBIRAPUITA;RS;7299;RFB;RFB;10ª RF;RS;Brasil
IBIRUBA;RS;8701;RFB;RFB;10ª RF;RS;Brasil
IGREJINHA;RS;8703;RFB;RFB;10ª RF;RS;Brasil
IJUI;RS;8705;RFB;RFB;10ª RF;RS;Brasil
ILOPOLIS;RS;8707;RFB;RFB;10ª RF;RS;Brasil
IMBE;RS;7297;RFB;RFB;10ª RF;RS;Brasil
IMIGRANTE;RS;7295;RFB;RFB;10ª RF;RS;Brasil
INDEPENDENCIA;RS;8709;RFB;RFB;10ª RF;RS;Brasil
INHACORA;RS;6051;RFB;RFB;10ª RF;RS;Brasil
IPIRANGA DO SUL;RS;7399;RFB;RFB;10ª RF;RS;Brasil
IPE;RS;8399;RFB;RFB;10ª RF;RS;Brasil
IRAI;RS;8711;RFB;RFB;10ª RF;RS;Brasil
ITAARA;RS;0990;RFB;RFB;10ª RF;RS;Brasil
ITACURUBI;RS;7397;RFB;RFB;10ª RF;RS;Brasil
ITAPUCA;RS;6027;RFB;RFB;10ª RF;RS;Brasil
ITAQUI;RS;8713;RFB;RFB;10ª RF;RS;Brasil
ITATI;RS;1144;RFB;RFB;10ª RF;RS;Brasil
ITATIBA DO SUL;RS;8715;RFB;RFB;10ª RF;RS;Brasil
IVORA;RS;7395;RFB;RFB;10ª RF;RS;Brasil
IVOTI;RS;8717;RFB;RFB;10ª RF;RS;Brasil
JABOTICABA;RS;7393;RFB;RFB;10ª RF;RS;Brasil
JACUIZINHO;RS;1146;RFB;RFB;10ª RF;RS;Brasil
JACUTINGA;RS;8719;RFB;RFB;10ª RF;RS;Brasil
JAGUARI;RS;8723;RFB;RFB;10ª RF;RS;Brasil
JAGUARAO;RS;8721;RFB;RFB;10ª RF;RS;Brasil
JAQUIRANA;RS;7391;RFB;RFB;10ª RF;RS;Brasil
JARI;RS;0992;RFB;RFB;10ª RF;RS;Brasil
JOIA;RS;9829;RFB;RFB;10ª RF;RS;Brasil
JULIO DE CASTILHOS;RS;8725;RFB;RFB;10ª RF;RS;Brasil
LAGOA BONITA DO SUL;RS;1148;RFB;RFB;10ª RF;RS;Brasil
LAGOA VERMELHA;RS;8727;RFB;RFB;10ª RF;RS;Brasil
LAGOA DOS TRES CANTOS;RS;5951;RFB;RFB;10ª RF;RS;Brasil
LAGOAO;RS;7389;RFB;RFB;10ª RF;RS;Brasil
LAJEADO;RS;8729;RFB;RFB;10ª RF;RS;Brasil
LAJEADO DO BUGRE;RS;5983;RFB;RFB;10ª RF;RS;Brasil
LAVRAS DO SUL;RS;8731;RFB;RFB;10ª RF;RS;Brasil
LIBERATO SALZANO;RS;8733;RFB;RFB;10ª RF;RS;Brasil
LINDOLFO COLLOR;RS;6017;RFB;RFB;10ª RF;RS;Brasil
LINHA NOVA;RS;6047;RFB;RFB;10ª RF;RS;Brasil
MACHADINHO;RS;8735;RFB;RFB;10ª RF;RS;Brasil
MAMPITUBA;RS;0996;RFB;RFB;10ª RF;RS;Brasil
MANOEL VIANA;RS;6079;RFB;RFB;10ª RF;RS;Brasil
MAQUINE;RS;5783;RFB;RFB;10ª RF;RS;Brasil
MARATA;RS;6039;RFB;RFB;10ª RF;RS;Brasil
MARAU;RS;8737;RFB;RFB;10ª RF;RS;Brasil
MARCELINO RAMOS;RS;8739;RFB;RFB;10ª RF;RS;Brasil
MARIANA PIMENTEL;RS;5759;RFB;RFB;10ª RF;RS;Brasil
MARIANO MORO;RS;8741;RFB;RFB;10ª RF;RS;Brasil
MARQUES DE SOUZA;RS;0998;RFB;RFB;10ª RF;RS;Brasil
MATA;RS;8743;RFB;RFB;10ª RF;RS;Brasil
MATO CASTELHANO;RS;5931;RFB;RFB;10ª RF;RS;Brasil
MATO LEITAO;RS;6031;RFB;RFB;10ª RF;RS;Brasil
MATO QUEIMADO;RS;1150;RFB;RFB;10ª RF;RS;Brasil
MAXIMILIANO DE ALMEIDA;RS;8745;RFB;RFB;10ª RF;RS;Brasil
MACAMBARA;RS;0994;RFB;RFB;10ª RF;RS;Brasil
MINAS DO LEAO;RS;5773;RFB;RFB;10ª RF;RS;Brasil
MIRAGUAI;RS;8747;RFB;RFB;10ª RF;RS;Brasil
MONTAURI;RS;7387;RFB;RFB;10ª RF;RS;Brasil
MONTE ALEGRE DOS CAMPOS;RS;1000;RFB;RFB;10ª RF;RS;Brasil
MONTE BELO DO SUL;RS;5993;RFB;RFB;10ª RF;RS;Brasil
MONTENEGRO;RS;8749;RFB;RFB;10ª RF;RS;Brasil
MORMACO;RS;5933;RFB;RFB;10ª RF;RS;Brasil
MORRINHOS DO SUL;RS;5775;RFB;RFB;10ª RF;RS;Brasil
MORRO REDONDO;RS;7385;RFB;RFB;10ª RF;RS;Brasil
MORRO REUTER;RS;6019;RFB;RFB;10ª RF;RS;Brasil
MOSTARDAS;RS;8751;RFB;RFB;10ª RF;RS;Brasil
MUITOS CAPOES;RS;1002;RFB;RFB;10ª RF;RS;Brasil
MULITERNO;RS;5935;RFB;RFB;10ª RF;RS;Brasil
MUCUM;RS;8753;RFB;RFB;10ª RF;RS;Brasil
NICOLAU VERGUEIRO;RS;5937;RFB;RFB;10ª RF;RS;Brasil
NONOAI;RS;8757;RFB;RFB;10ª RF;RS;Brasil
NOVA ALVORADA;RS;7383;RFB;RFB;10ª RF;RS;Brasil
NOVA ARACA;RS;8759;RFB;RFB;10ª RF;RS;Brasil
NOVA BASSANO;RS;8761;RFB;RFB;10ª RF;RS;Brasil
NOVA BOA VISTA;RS;5953;RFB;RFB;10ª RF;RS;Brasil
NOVA BRESCIA;RS;8763;RFB;RFB;10ª RF;RS;Brasil
NOVA CANDELARIA;RS;1004;RFB;RFB;10ª RF;RS;Brasil
NOVA ESPERANCA DO SUL;RS;7381;RFB;RFB;10ª RF;RS;Brasil
NOVA HARTZ;RS;7379;RFB;RFB;10ª RF;RS;Brasil
NOVA PALMA;RS;8765;RFB;RFB;10ª RF;RS;Brasil
NOVA PETROPOLIS;RS;8767;RFB;RFB;10ª RF;RS;Brasil
NOVA PRATA;RS;8769;RFB;RFB;10ª RF;RS;Brasil
NOVA PADUA;RS;5991;RFB;RFB;10ª RF;RS;Brasil
NOVA RAMADA;RS;1006;RFB;RFB;10ª RF;RS;Brasil
NOVA ROMA DO SUL;RS;7377;RFB;RFB;10ª RF;RS;Brasil
NOVA SANTA RITA;RS;5757;RFB;RFB;10ª RF;RS;Brasil
NOVO BARREIRO;RS;5985;RFB;RFB;10ª RF;RS;Brasil
NOVO CABRAIS;RS;1008;RFB;RFB;10ª RF;RS;Brasil
NOVO HAMBURGO;RS;8771;RFB;RFB;10ª RF;RS;Brasil
