Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
OLHO D'AGUA DO BORGES;RN;1767;RFB;RFB;04ª RF;RN;Brasil
OURO BRANCO;RN;1769;RFB;RFB;04ª RF;RN;Brasil
PARANA;RN;1771;RFB;RFB;04ª RF;RN;Brasil
PARAZINHO;RN;1775;RFB;RFB;04ª RF;RN;Brasil
PARAU;RN;1773;RFB;RFB;04ª RF;RN;Brasil
PARELHAS;RN;1777;RFB;RFB;04ª RF;RN;Brasil
PARNAMIRIM;RN;1779;RFB;RFB;04ª RF;RN;Brasil
PASSA E FICA;RN;1781;RFB;RFB;04ª RF;RN;Brasil
PASSAGEM;RN;1783;RFB;RFB;04ª RF;RN;Brasil
PATU;RN;1785;RFB;RFB;04ª RF;RN;Brasil
PAU DOS FERROS;RN;1787;RFB;RFB;04ª RF;RN;Brasil
PEDRA GRANDE;RN;1789;RFB;RFB;04ª RF;RN;Brasil
PEDRA PRETA;RN;1791;RFB;RFB;04ª RF;RN;Brasil
PEDRO AVELINO;RN;1793;RFB;RFB;04ª RF;RN;Brasil
PEDRO VELHO;RN;1795;RFB;RFB;04ª RF;RN;Brasil
PENDENCIAS;RN;1797;RFB;RFB;04ª RF;RN;Brasil
PILOES;RN;1799;RFB;RFB;04ª RF;RN;Brasil
PORTALEGRE;RN;1803;RFB;RFB;04ª RF;RN;Brasil
PORTO DO MANGUE;RN;0426;RFB;RFB;04ª RF;RN;Brasil
POCO BRANCO;RN;1801;RFB;RFB;04ª RF;RN;Brasil
PUREZA;RN;1807;RFB;RFB;04ª RF;RN;Brasil
RAFAEL FERNANDES;RN;1809;RFB;RFB;04ª RF;RN;Brasil
RAFAEL GODEIRO;RN;1893;RFB;RFB;04ª RF;RN;Brasil
RIACHO DA CRUZ;RN;1811;RFB;RFB;04ª RF;RN;Brasil
RIACHO DE SANTANA;RN;1813;RFB;RFB;04ª RF;RN;Brasil
RIACHUELO;RN;1815;RFB;RFB;04ª RF;RN;Brasil
RIO DO FOGO;RN;0422;RFB;RFB;04ª RF;RN;Brasil
RODOLFO FERNANDES;RN;1817;RFB;RFB;04ª RF;RN;Brasil
RUY BARBOSA;RN;1819;RFB;RFB;04ª RF;RN;Brasil
SANTA CRUZ;RN;1823;RFB;RFB;04ª RF;RN;Brasil
SANTA MARIA;RN;0424;RFB;RFB;04ª RF;RN;Brasil
SANTANA DO MATOS;RN;1827;RFB;RFB;04ª RF;RN;Brasil
SANTANA DO SERIDO;RN;1825;RFB;RFB;04ª RF;RN;Brasil
SANTO ANTONIO;RN;1829;RFB;RFB;04ª RF;RN;Brasil
SENADOR ELOI DE SOUZA;RN;1859;RFB;RFB;04ª RF;RN;Brasil
SENADOR GEORGINO AVELINO;RN;1861;RFB;RFB;04ª RF;RN;Brasil
SERRA CAIADA;RN;1805;RFB;RFB;04ª RF;RN;Brasil
SERRA NEGRA DO NORTE;RN;1865;RFB;RFB;04ª RF;RN;Brasil
SERRA DE SAO BENTO;RN;1863;RFB;RFB;04ª RF;RN;Brasil
SERRA DO MEL;RN;1927;RFB;RFB;04ª RF;RN;Brasil
SERRINHA;RN;1867;RFB;RFB;04ª RF;RN;Brasil
SERRINHA DOS PINTOS;RN;0432;RFB;RFB;04ª RF;RN;Brasil
SEVERIANO MELO;RN;1869;RFB;RFB;04ª RF;RN;Brasil
SAO BENTO DO NORTE;RN;1831;RFB;RFB;04ª RF;RN;Brasil
SAO BENTO DO TRAIRI;RN;1833;RFB;RFB;04ª RF;RN;Brasil
SAO FERNANDO;RN;1835;RFB;RFB;04ª RF;RN;Brasil
SAO FRANCISCO DO OESTE;RN;1821;RFB;RFB;04ª RF;RN;Brasil
SAO GONCALO DO AMARANTE;RN;1837;RFB;RFB;04ª RF;RN;Brasil
SAO JOSE DE MIPIBU;RN;1841;RFB;RFB;04ª RF;RN;Brasil
SAO JOSE DO CAMPESTRE;RN;1843;RFB;RFB;04ª RF;RN;Brasil
SAO JOSE DO SERIDO;RN;1845;RFB;RFB;04ª RF;RN;Brasil
SAO JOAO DO SABUGI;RN;1839;RFB;RFB;04ª RF;RN;Brasil
SAO MIGUEL;RN;1847;RFB;RFB;04ª RF;RN;Brasil
SAO MIGUEL DO GOSTOSO;RN;0430;RFB;RFB;04ª RF;RN;Brasil
SAO PAULO DO POTENGI;RN;1849;RFB;RFB;04ª RF;RN;Brasil
SAO PEDRO;RN;1851;RFB;RFB;04ª RF;RN;Brasil
SAO RAFAEL;RN;1853;RFB;RFB;04ª RF;RN;Brasil
SAO TOME;RN;1855;RFB;RFB;04ª RF;RN;Brasil
SAO VICENTE;RN;1857;RFB;RFB;04ª RF;RN;Brasil
SITIO NOVO;RN;1871;RFB;RFB;04ª RF;RN;Brasil
TABOLEIRO GRANDE;RN;1873;RFB;RFB;04ª RF;RN;Brasil
TAIPU;RN;1875;RFB;RFB;04ª RF;RN;Brasil
TANGARA;RN;1877;RFB;RFB;04ª RF;RN;Brasil
TENENTE ANANIAS;RN;1879;RFB;RFB;04ª RF;RN;Brasil
TENENTE LAURENTINO CRUZ;RN;0434;RFB;RFB;04ª RF;RN;Brasil
TIBAU;RN;0428;RFB;RFB;04ª RF;RN;Brasil
TIBAU DO SUL;RN;1881;RFB;RFB;04ª RF;RN;Brasil
TIMBAUBA DOS BATISTAS;RN;1883;RFB;RFB;04ª RF;RN;Brasil
TOUROS;RN;1885;RFB;RFB;04ª RF;RN;Brasil
TRIUNFO POTIGUAR;RN;0436;RFB;RFB;04ª RF;RN;Brasil
UMARIZAL;RN;1887;RFB;RFB;04ª RF;RN;Brasil
UPANEMA;RN;1889;RFB;RFB;04ª RF;RN;Brasil
VENHA-VER;RN;0438;RFB;RFB;04ª RF;RN;Brasil
VERA CRUZ;RN;1895;RFB;RFB;04ª RF;RN;Brasil
VILA FLOR;RN;1899;RFB;RFB;04ª RF;RN;Brasil
VICOSA;RN;1897;RFB;RFB;04ª RF;RN;Brasil
VARZEA;RN;1891;RFB;RFB;04ª RF;RN;Brasil
AGUA NOVA;RN;1607;RFB;RFB;04ª RF;RN;Brasil
ANADIA;AL;2703;RFB;RFB;04ª RF;AL;Brasil
ARAPIRACA;AL;2705;RFB;RFB;04ª RF;AL;Brasil
ATALAIA;AL;2707;RFB;RFB;04ª RF;AL;Brasil
BARRA DE SANTO ANTONIO;AL;2709;RFB;RFB;04ª RF;AL;Brasil
BARRA DE SAO MIGUEL;AL;2711;RFB;RFB;04ª RF;AL;Brasil
BATALHA;AL;2713;RFB;RFB;04ª RF;AL;Brasil
BELO MONTE;AL;2717;RFB;RFB;04ª RF;AL;Brasil
BELEM;AL;2715;RFB;RFB;04ª RF;AL;Brasil
BOCA DA MATA;AL;2719;RFB;RFB;04ª RF;AL;Brasil
BRANQUINHA;AL;2721;RFB;RFB;04ª RF;AL;Brasil
CACIMBINHAS;AL;2723;RFB;RFB;04ª RF;AL;Brasil
CAJUEIRO;AL;2725;RFB;RFB;04ª RF;AL;Brasil
CAMPESTRE;AL;0560;RFB;RFB;04ª RF;AL;Brasil
CAMPO ALEGRE;AL;2727;RFB;RFB;04ª RF;AL;Brasil
CAMPO GRANDE;AL;2729;RFB;RFB;04ª RF;AL;Brasil
CANAPI;AL;2731;RFB;RFB;04ª RF;AL;Brasil
CAPELA;AL;2733;RFB;RFB;04ª RF;AL;Brasil
CARNEIROS;AL;2735;RFB;RFB;04ª RF;AL;Brasil
CHA PRETA;AL;2737;RFB;RFB;04ª RF;AL;Brasil
COITE DO NOIA;AL;2739;RFB;RFB;04ª RF;AL;Brasil
COLONIA LEOPOLDINA;AL;2741;RFB;RFB;04ª RF;AL;Brasil
COQUEIRO SECO;AL;2743;RFB;RFB;04ª RF;AL;Brasil
CORURIPE;AL;2745;RFB;RFB;04ª RF;AL;Brasil
CRAIBAS;AL;2889;RFB;RFB;04ª RF;AL;Brasil
DELMIRO GOUVEIA;AL;2747;RFB;RFB;04ª RF;AL;Brasil
DOIS RIACHOS;AL;2749;RFB;RFB;04ª RF;AL;Brasil
ESTRELA DE ALAGOAS;AL;2643;RFB;RFB;04ª RF;AL;Brasil
FEIRA GRANDE;AL;2751;RFB;RFB;04ª RF;AL;Brasil
FELIZ DESERTO;AL;2753;RFB;RFB;04ª RF;AL;Brasil
FLEXEIRAS;AL;2755;RFB;RFB;04ª RF;AL;Brasil
GIRAU DO PONCIANO;AL;2757;RFB;RFB;04ª RF;AL;Brasil
IBATEGUARA;AL;2759;RFB;RFB;04ª RF;AL;Brasil
IGACI;AL;2761;RFB;RFB;04ª RF;AL;Brasil
IGREJA NOVA;AL;2763;RFB;RFB;04ª RF;AL;Brasil
INHAPI;AL;2765;RFB;RFB;04ª RF;AL;Brasil
JACARE DOS HOMENS;AL;2767;RFB;RFB;04ª RF;AL;Brasil
JACUIPE;AL;2769;RFB;RFB;04ª RF;AL;Brasil
JAPARATINGA;AL;2771;RFB;RFB;04ª RF;AL;Brasil
JARAMATAIA;AL;2773;RFB;RFB;04ª RF;AL;Brasil
JEQUIA DA PRAIA;AL;0562;RFB;RFB;04ª RF;AL;Brasil
JOAQUIM GOMES;AL;2775;RFB;RFB;04ª RF;AL;Brasil
JUNDIA;AL;2777;RFB;RFB;04ª RF;AL;Brasil
JUNQUEIRO;AL;2779;RFB;RFB;04ª RF;AL;Brasil
LAGOA DA CANOA;AL;2781;RFB;RFB;04ª RF;AL;Brasil
LIMOEIRO DE ANADIA;AL;2783;RFB;RFB;04ª RF;AL;Brasil
MACEIO;AL;2785;RFB;RFB;04ª RF;AL;Brasil
MAJOR ISIDORO;AL;2787;RFB;RFB;04ª RF;AL;Brasil
MAR VERMELHO;AL;2797;RFB;RFB;04ª RF;AL;Brasil
MARAGOGI;AL;2789;RFB;RFB;04ª RF;AL;Brasil
MARAVILHA;AL;2791;RFB;RFB;04ª RF;AL;Brasil
MARECHAL DEODORO;AL;2793;RFB;RFB;04ª RF;AL;Brasil
MARIBONDO;AL;2795;RFB;RFB;04ª RF;AL;Brasil
MATA GRANDE;AL;2799;RFB;RFB;04ª RF;AL;Brasil
MATRIZ DE CAMARAGIBE;AL;2801;RFB;RFB;04ª RF;AL;Brasil
MESSIAS;AL;2803;RFB;RFB;04ª RF;AL;Brasil
MINADOR DO NEGRAO;AL;2805;RFB;RFB;04ª RF;AL;Brasil
MONTEIROPOLIS;AL;2807;RFB;RFB;04ª RF;AL;Brasil
MURICI;AL;2809;RFB;RFB;04ª RF;AL;Brasil
NOVO LINO;AL;2811;RFB;RFB;04ª RF;AL;Brasil
OLHO D'AGUA GRANDE;AL;2817;RFB;RFB;04ª RF;AL;Brasil
OLHO D'AGUA DAS FLORES;AL;2813;RFB;RFB;04ª RF;AL;Brasil
OLHO D'AGUA DO CASADO;AL;2815;RFB;RFB;04ª RF;AL;Brasil
OLIVENCA;AL;2819;RFB;RFB;04ª RF;AL;Brasil
OURO BRANCO;AL;2821;RFB;RFB;04ª RF;AL;Brasil
PALESTINA;AL;2823;RFB;RFB;04ª RF;AL;Brasil
PALMEIRA DOS INDIOS;AL;2825;RFB;RFB;04ª RF;AL;Brasil
PARICONHA;AL;2645;RFB;RFB;04ª RF;AL;Brasil
PARIPUEIRA;AL;2641;RFB;RFB;04ª RF;AL;Brasil
PASSO DE CAMARAGIBE;AL;2829;RFB;RFB;04ª RF;AL;Brasil
PAULO JACINTO;AL;2831;RFB;RFB;04ª RF;AL;Brasil
PENEDO;AL;2833;RFB;RFB;04ª RF;AL;Brasil
PIACABUCU;AL;2835;RFB;RFB;04ª RF;AL;Brasil
PILAR;AL;2837;RFB;RFB;04ª RF;AL;Brasil
PINDOBA;AL;2839;RFB;RFB;04ª RF;AL;Brasil
PIRANHAS;AL;2841;RFB;RFB;04ª RF;AL;Brasil
PORTO CALVO;AL;2845;RFB;RFB;04ª RF;AL;Brasil
PORTO REAL DO COLEGIO;AL;2849;RFB;RFB;04ª RF;AL;Brasil
PORTO DE PEDRAS;AL;2847;RFB;RFB;04ª RF;AL;Brasil
POCO DAS TRINCHEIRAS;AL;2843;RFB;RFB;04ª RF;AL;Brasil
PAO DE ACUCAR;AL;2827;RFB;RFB;04ª RF;AL;Brasil
QUEBRANGULO;AL;2851;RFB;RFB;04ª RF;AL;Brasil
RIO LARGO;AL;2853;RFB;RFB;04ª RF;AL;Brasil
ROTEIRO;AL;2855;RFB;RFB;04ª RF;AL;Brasil
SANTA LUZIA DO NORTE;AL;2857;RFB;RFB;04ª RF;AL;Brasil
SANTANA DO IPANEMA;AL;2859;RFB;RFB;04ª RF;AL;Brasil
SANTANA DO MUNDAU;AL;2861;RFB;RFB;04ª RF;AL;Brasil
SATUBA;AL;2877;RFB;RFB;04ª RF;AL;Brasil
SENADOR RUI PALMEIRA;AL;2891;RFB;RFB;04ª RF;AL;Brasil
SAO BRAS;AL;2863;RFB;RFB;04ª RF;AL;Brasil
SAO JOSE DA LAJE;AL;2865;RFB;RFB;04ª RF;AL;Brasil
SAO JOSE DA TAPERA;AL;2867;RFB;RFB;04ª RF;AL;Brasil
SAO LUIS DO QUITUNDE;AL;2869;RFB;RFB;04ª RF;AL;Brasil
SAO MIGUEL DOS CAMPOS;AL;2871;RFB;RFB;04ª RF;AL;Brasil
SAO MIGUEL DOS MILAGRES;AL;2873;RFB;RFB;04ª RF;AL;Brasil
SAO SEBASTIAO;AL;2875;RFB;RFB;04ª RF;AL;Brasil
TANQUE D'ARCA;AL;2879;RFB;RFB;04ª RF;AL;Brasil
TAQUARANA;AL;2881;RFB;RFB;04ª RF;AL;Brasil
TEOTONIO VILELA;AL;0971;RFB;RFB;04ª RF;AL;Brasil
TRAIPU;AL;2883;RFB;RFB;04ª RF;AL;Brasil
UNIAO DOS PALMARES;AL;2885;RFB;RFB;04ª RF;AL;Brasil
VICOSA;AL;2887;RFB;RFB;04ª RF;AL;Brasil
AGUA BRANCA;AL;2701;RFB;RFB;04ª RF;AL;Brasil
AGUIAR;PB;1903;RFB;RFB;04ª RF;PB;Brasil
ALAGOA GRANDE;PB;1905;RFB;RFB;04ª RF;PB;Brasil
ALAGOA NOVA;PB;1907;RFB;RFB;04ª RF;PB;Brasil
ALAGOINHA;PB;1909;RFB;RFB;04ª RF;PB;Brasil
ALCANTIL;PB;0440;RFB;RFB;04ª RF;PB;Brasil
ALGODAO DE JANDAIRA;PB;0442;RFB;RFB;04ª RF;PB;Brasil
ALHANDRA;PB;1911;RFB;RFB;04ª RF;PB;Brasil
AMPARO;PB;0444;RFB;RFB;04ª RF;PB;Brasil
APARECIDA;PB;0446;RFB;RFB;04ª RF;PB;Brasil
ARARA;PB;1917;RFB;RFB;04ª RF;PB;Brasil
ARARUNA;PB;1919;RFB;RFB;04ª RF;PB;Brasil
ARACAGI;PB;1915;RFB;RFB;04ª RF;PB;Brasil
AREIA;PB;1921;RFB;RFB;04ª RF;PB;Brasil
AREIA DE BARAUNAS;PB;0448;RFB;RFB;04ª RF;PB;Brasil
AREIAL;PB;1923;RFB;RFB;04ª RF;PB;Brasil
AROEIRAS;PB;1925;RFB;RFB;04ª RF;PB;Brasil
ASSUNCAO;PB;0450;RFB;RFB;04ª RF;PB;Brasil
BANANEIRAS;PB;1931;RFB;RFB;04ª RF;PB;Brasil
BARAUNA;PB;0452;RFB;RFB;04ª RF;PB;Brasil
BARRA DE SANTA ROSA;PB;1933;RFB;RFB;04ª RF;PB;Brasil
BARRA DE SANTANA;PB;0454;RFB;RFB;04ª RF;PB;Brasil
BARRA DE SAO MIGUEL;PB;1935;RFB;RFB;04ª RF;PB;Brasil
BAYEUX;PB;1937;RFB;RFB;04ª RF;PB;Brasil
BAIA DA TRAICAO;PB;1929;RFB;RFB;04ª RF;PB;Brasil
BELEM;PB;1939;RFB;RFB;04ª RF;PB;Brasil
BELEM DO BREJO DO CRUZ;PB;1941;RFB;RFB;04ª RF;PB;Brasil
BERNARDINO BATISTA;PB;0456;RFB;RFB;04ª RF;PB;Brasil
BOA VENTURA;PB;1943;RFB;RFB;04ª RF;PB;Brasil
BOA VISTA;PB;0458;RFB;RFB;04ª RF;PB;Brasil
BOM JESUS;PB;1945;RFB;RFB;04ª RF;PB;Brasil
BOM SUCESSO;PB;1947;RFB;RFB;04ª RF;PB;Brasil
BONITO DE SANTA FE;PB;1949;RFB;RFB;04ª RF;PB;Brasil
BOQUEIRAO;PB;1951;RFB;RFB;04ª RF;PB;Brasil
BORBOREMA;PB;1955;RFB;RFB;04ª RF;PB;Brasil
BREJO DO CRUZ;PB;1957;RFB;RFB;04ª RF;PB;Brasil
BREJO DOS SANTOS;PB;1959;RFB;RFB;04ª RF;PB;Brasil
CAAPORA;PB;1961;RFB;RFB;04ª RF;PB;Brasil
CABACEIRAS;PB;1963;RFB;RFB;04ª RF;PB;Brasil
CABEDELO;PB;1965;RFB;RFB;04ª RF;PB;Brasil
CACHOEIRA DOS INDIOS;PB;1967;RFB;RFB;04ª RF;PB;Brasil
CACIMBA DE AREIA;PB;1969;RFB;RFB;04ª RF;PB;Brasil
CACIMBA DE DENTRO;PB;1971;RFB;RFB;04ª RF;PB;Brasil
CACIMBAS;PB;0460;RFB;RFB;04ª RF;PB;Brasil
CAICARA;PB;1973;RFB;RFB;04ª RF;PB;Brasil
CAJAZEIRAS;PB;1975;RFB;RFB;04ª RF;PB;Brasil
CAJAZEIRINHAS;PB;0462;RFB;RFB;04ª RF;PB;Brasil
CALDAS BRANDAO;PB;1977;RFB;RFB;04ª RF;PB;Brasil
CAMALAU;PB;1979;RFB;RFB;04ª RF;PB;Brasil
CAMPINA GRANDE;PB;1981;RFB;RFB;04ª RF;PB;Brasil
CAMPO DE SANTANA;PB;2229;RFB;RFB;04ª RF;PB;Brasil
CAPIM;PB;0464;RFB;RFB;04ª RF;PB;Brasil
CARAUBAS;PB;0466;RFB;RFB;04ª RF;PB;Brasil
CARRAPATEIRA;PB;1983;RFB;RFB;04ª RF;PB;Brasil
CASSERENGUE;PB;0468;RFB;RFB;04ª RF;PB;Brasil
CATINGUEIRA;PB;1985;RFB;RFB;04ª RF;PB;Brasil
CATOLE DO ROCHA;PB;1987;RFB;RFB;04ª RF;PB;Brasil
CATURITE;PB;0470;RFB;RFB;04ª RF;PB;Brasil
CONCEICAO;PB;1989;RFB;RFB;04ª RF;PB;Brasil
CONDADO;PB;1991;RFB;RFB;04ª RF;PB;Brasil
CONDE;PB;1993;RFB;RFB;04ª RF;PB;Brasil
CONGO;PB;1995;RFB;RFB;04ª RF;PB;Brasil
COREMAS;PB;1997;RFB;RFB;04ª RF;PB;Brasil
COXIXOLA;PB;0472;RFB;RFB;04ª RF;PB;Brasil
CRUZ DO ESPIRITO SANTO;PB;1999;RFB;RFB;04ª RF;PB;Brasil
CUBATI;PB;2001;RFB;RFB;04ª RF;PB;Brasil
CUITEGI;PB;2005;RFB;RFB;04ª RF;PB;Brasil
CUITE;PB;2003;RFB;RFB;04ª RF;PB;Brasil
CUITE DE MAMANGUAPE;PB;0474;RFB;RFB;04ª RF;PB;Brasil
CURRAL VELHO;PB;2007;RFB;RFB;04ª RF;PB;Brasil
CURRAL DE CIMA;PB;0476;RFB;RFB;04ª RF;PB;Brasil
DAMIAO;PB;0478;RFB;RFB;04ª RF;PB;Brasil
DESTERRO;PB;2009;RFB;RFB;04ª RF;PB;Brasil
DIAMANTE;PB;2013;RFB;RFB;04ª RF;PB;Brasil
DONA INES;PB;2015;RFB;RFB;04ª RF;PB;Brasil
DUAS ESTRADAS;PB;2017;RFB;RFB;04ª RF;PB;Brasil
EMAS;PB;2019;RFB;RFB;04ª RF;PB;Brasil
ESPERANCA;PB;2021;RFB;RFB;04ª RF;PB;Brasil
FAGUNDES;PB;2023;RFB;RFB;04ª RF;PB;Brasil
FREI MARTINHO;PB;2025;RFB;RFB;04ª RF;PB;Brasil
GADO BRAVO;PB;0480;RFB;RFB;04ª RF;PB;Brasil
GUARABIRA;PB;2027;RFB;RFB;04ª RF;PB;Brasil
GURINHEM;PB;2029;RFB;RFB;04ª RF;PB;Brasil
GURJAO;PB;2031;RFB;RFB;04ª RF;PB;Brasil
IBIARA;PB;2033;RFB;RFB;04ª RF;PB;Brasil
IGARACY;PB;1953;RFB;RFB;04ª RF;PB;Brasil
IMACULADA;PB;2035;RFB;RFB;04ª RF;PB;Brasil
INGA;PB;2037;RFB;RFB;04ª RF;PB;Brasil
ITABAIANA;PB;2039;RFB;RFB;04ª RF;PB;Brasil
ITAPORANGA;PB;2041;RFB;RFB;04ª RF;PB;Brasil
ITAPOROROCA;PB;2043;RFB;RFB;04ª RF;PB;Brasil
ITATUBA;PB;2045;RFB;RFB;04ª RF;PB;Brasil
JACARAU;PB;2047;RFB;RFB;04ª RF;PB;Brasil
JERICO;PB;2049;RFB;RFB;04ª RF;PB;Brasil
JOAO PESSOA;PB;2051;RFB;RFB;04ª RF;PB;Brasil
JUAREZ TAVORA;PB;2053;RFB;RFB;04ª RF;PB;Brasil
JUAZEIRINHO;PB;2055;RFB;RFB;04ª RF;PB;Brasil
JUNCO DO SERIDO;PB;2057;RFB;RFB;04ª RF;PB;Brasil
JURIPIRANGA;PB;2059;RFB;RFB;04ª RF;PB;Brasil
JURU;PB;2061;RFB;RFB;04ª RF;PB;Brasil
LAGOA;PB;2063;RFB;RFB;04ª RF;PB;Brasil
LAGOA SECA;PB;2067;RFB;RFB;04ª RF;PB;Brasil
LAGOA DE DENTRO;PB;2065;RFB;RFB;04ª RF;PB;Brasil
LASTRO;PB;2069;RFB;RFB;04ª RF;PB;Brasil
LIVRAMENTO;PB;2071;RFB;RFB;04ª RF;PB;Brasil
LOGRADOURO;PB;0482;RFB;RFB;04ª RF;PB;Brasil
LUCENA;PB;2073;RFB;RFB;04ª RF;PB;Brasil
MALTA;PB;2077;RFB;RFB;04ª RF;PB;Brasil
MAMANGUAPE;PB;2079;RFB;RFB;04ª RF;PB;Brasil
MANAIRA;PB;2081;RFB;RFB;04ª RF;PB;Brasil
MARCACAO;PB;0484;RFB;RFB;04ª RF;PB;Brasil
MARI;PB;2083;RFB;RFB;04ª RF;PB;Brasil
MARIZOPOLIS;PB;0486;RFB;RFB;04ª RF;PB;Brasil
MASSARANDUBA;PB;2085;RFB;RFB;04ª RF;PB;Brasil
MATARACA;PB;2087;RFB;RFB;04ª RF;PB;Brasil
MATINHAS;PB;0488;RFB;RFB;04ª RF;PB;Brasil
MATO GROSSO;PB;0490;RFB;RFB;04ª RF;PB;Brasil
MATUREIA;PB;0492;RFB;RFB;04ª RF;PB;Brasil
MOGEIRO;PB;2089;RFB;RFB;04ª RF;PB;Brasil
MONTADAS;PB;2091;RFB;RFB;04ª RF;PB;Brasil
MONTE HOREBE;PB;2093;RFB;RFB;04ª RF;PB;Brasil
MONTEIRO;PB;2095;RFB;RFB;04ª RF;PB;Brasil
MULUNGU;PB;2097;RFB;RFB;04ª RF;PB;Brasil
MAE D'AGUA;PB;2075;RFB;RFB;04ª RF;PB;Brasil
NATUBA;PB;2099;RFB;RFB;04ª RF;PB;Brasil
NAZAREZINHO;PB;2101;RFB;RFB;04ª RF;PB;Brasil
NOVA FLORESTA;PB;2103;RFB;RFB;04ª RF;PB;Brasil
NOVA OLINDA;PB;2105;RFB;RFB;04ª RF;PB;Brasil
NOVA PALMEIRA;PB;2107;RFB;RFB;04ª RF;PB;Brasil
OLHO D'AGUA;PB;2109;RFB;RFB;04ª RF;PB;Brasil
OLIVEDOS;PB;2111;RFB;RFB;04ª RF;PB;Brasil
OURO VELHO;PB;2113;RFB;RFB;04ª RF;PB;Brasil
PARARI;PB;0494;RFB;RFB;04ª RF;PB;Brasil
PASSAGEM;PB;2115;RFB;RFB;04ª RF;PB;Brasil
PATOS;PB;2117;RFB;RFB;04ª RF;PB;Brasil
PAULISTA;PB;2119;RFB;RFB;04ª RF;PB;Brasil
PEDRA BRANCA;PB;2121;RFB;RFB;04ª RF;PB;Brasil
PEDRA LAVRADA;PB;2123;RFB;RFB;04ª RF;PB;Brasil
PEDRAS DE FOGO;PB;2125;RFB;RFB;04ª RF;PB;Brasil
PEDRO REGIS;PB;0500;RFB;RFB;04ª RF;PB;Brasil
PIANCO;PB;2127;RFB;RFB;04ª RF;PB;Brasil
PICUI;PB;2129;RFB;RFB;04ª RF;PB;Brasil
PILAR;PB;2131;RFB;RFB;04ª RF;PB;Brasil
PILOES;PB;2133;RFB;RFB;04ª RF;PB;Brasil
PILOEZINHOS;PB;2135;RFB;RFB;04ª RF;PB;Brasil
PIRPIRITUBA;PB;2137;RFB;RFB;04ª RF;PB;Brasil
PITIMBU;PB;2139;RFB;RFB;04ª RF;PB;Brasil
POCINHOS;PB;2141;RFB;RFB;04ª RF;PB;Brasil
POMBAL;PB;2143;RFB;RFB;04ª RF;PB;Brasil
POCO DANTAS;PB;0496;RFB;RFB;04ª RF;PB;Brasil
POCO DE JOSE DE MOURA;PB;0498;RFB;RFB;04ª RF;PB;Brasil
PRATA;PB;2145;RFB;RFB;04ª RF;PB;Brasil
PRINCESA ISABEL;PB;2147;RFB;RFB;04ª RF;PB;Brasil
PUXINANA;PB;2149;RFB;RFB;04ª RF;PB;Brasil
QUEIMADAS;PB;2151;RFB;RFB;04ª RF;PB;Brasil
QUIXABA;PB;2153;RFB;RFB;04ª RF;PB;Brasil
REMIGIO;PB;2155;RFB;RFB;04ª RF;PB;Brasil
RIACHO DE SANTO ANTONIO;PB;0508;RFB;RFB;04ª RF;PB;Brasil
RIACHO DOS CAVALOS;PB;2157;RFB;RFB;04ª RF;PB;Brasil
RIACHAO;PB;0502;RFB;RFB;04ª RF;PB;Brasil
RIACHAO DO BACAMARTE;PB;0504;RFB;RFB;04ª RF;PB;Brasil
RIACHAO DO POCO;PB;0506;RFB;RFB;04ª RF;PB;Brasil
RIO TINTO;PB;2159;RFB;RFB;04ª RF;PB;Brasil
SALGADINHO;PB;2161;RFB;RFB;04ª RF;PB;Brasil
SALGADO DE SAO FELIX;PB;2163;RFB;RFB;04ª RF;PB;Brasil
SANTA CECILIA;PB;0510;RFB;RFB;04ª RF;PB;Brasil
SANTA CRUZ;PB;2165;RFB;RFB;04ª RF;PB;Brasil
SANTA HELENA;PB;2167;RFB;RFB;04ª RF;PB;Brasil
SANTA INES;PB;0512;RFB;RFB;04ª RF;PB;Brasil
SANTA LUZIA;PB;2169;RFB;RFB;04ª RF;PB;Brasil
SANTA RITA;PB;2175;RFB;RFB;04ª RF;PB;Brasil
SANTA TERESINHA;PB;2177;RFB;RFB;04ª RF;PB;Brasil
SANTANA DE MANGUEIRA;PB;2171;RFB;RFB;04ª RF;PB;Brasil
SANTANA DOS GARROTES;PB;2173;RFB;RFB;04ª RF;PB;Brasil
SANTAREM;PB;0514;RFB;RFB;04ª RF;PB;Brasil
SANTO ANDRE;PB;0516;RFB;RFB;04ª RF;PB;Brasil
SAPE;PB;2207;RFB;RFB;04ª RF;PB;Brasil
SERRA BRANCA;PB;2211;RFB;RFB;04ª RF;PB;Brasil
SERRA GRANDE;PB;2215;RFB;RFB;04ª RF;PB;Brasil
SERRA REDONDA;PB;2217;RFB;RFB;04ª RF;PB;Brasil
SERRA DA RAIZ;PB;2213;RFB;RFB;04ª RF;PB;Brasil
SERRARIA;PB;2219;RFB;RFB;04ª RF;PB;Brasil
SERTAOZINHO;PB;0532;RFB;RFB;04ª RF;PB;Brasil
SOBRADO;PB;0534;RFB;RFB;04ª RF;PB;Brasil
SOLEDADE;PB;2223;RFB;RFB;04ª RF;PB;Brasil
SOLANEA;PB;2221;RFB;RFB;04ª RF;PB;Brasil
SOSSEGO;PB;0536;RFB;RFB;04ª RF;PB;Brasil
SOUSA;PB;2225;RFB;RFB;04ª RF;PB;Brasil
SUME;PB;2227;RFB;RFB;04ª RF;PB;Brasil
